date,donee,donee_url,description,program_area,focus,amount
09/2017,Stanford University,http://www.med.stanford.edu/mourrainlab/people.html,"To support research by Philippe Mourrain, PhD, on “Synaptic System Characterization and Pharmacological Normalization of Fragile X Syndrome.”  Three-year grant 2017-2020.",Developmental Disabilities,Translational Research Program,"$750,000"
09/2017,Red Tomato,http://www.redtomato.org,"To grow and diversify its produce sales to institutions and to promote greater procurement of regionally-produced foods by colleges, regional supply chain facilitators, and corporate purchasers.",Regional Food Systems,,"$60,000"
09/2017,Health Care Without Harm,http://www.noharm.org/,"To participate in creating a sustainable New England food system that supports community health and the region’s farming economy, by increasing the amount of local food being purchased by health care facilities.",Regional Food Systems,,"$100,000"
09/2017,University of New Hampshire Foundation,http://www.foodsolutionsne.org/,"To enable Food Solutions New England to design a communication strategy that shifts New Englanders’ awareness, understanding, and behavior to build a thriving food and farming sector in the region.",Regional Food Systems,,"$100,000"
09/2017,Healthy Babies Bright Futures,http://www.hbbf.org,"To design and implement projects that reduce babies’ exposure to neurotoxic chemicals during the most critical and vulnerable first 1,000 days of development.",Health and Environment,Healthy Babies Bright Futures,"$500,000"
09/2017,University of Massachusetts Lowell Center for Sustainable Production,http://www.uml.edu/research/lowell-center/,"To build collaborations and strategies that leverage the Green Chemistry and Commerce Council’s market strength, and position the council for policy impact.",Health and Environment,,"$75,000"
09/2017,Healthy Building Network,http://www.healthybuilding.net/,"To improve public health through increased use of nontoxic building materials in residential and commercial buildings; improve the impact of the network’s research, tools, and expertise on the building design and construction sectors; and implement plans to achieve long-term financial sustainability.",Health and Environment,,"$150,000"
09/2017,Clean Production Action,http://www.cleanproduction.org/,"To raise market demand for, and availability of, safer alternatives to hazardous chemicals; cultivate corporate and NGO capacities to transform chemicals management; and diversify revenue through business development.",Health and Environment,,"$130,000"
09/2017,Earthjustice,http://www.earthjustice.org/,"To ensure that the Chemical Safety Act is interpreted, implemented, and enforced in the most health-protective manner, promoting public transparency and equity in the process.",Health and Environment,,"$100,000"
09/2017,Energize Rhode Island,http://www.energizeri.org/,To educate Rhode Islanders about the benefits and importance of carbon pricing in the state.,Clean Energy,,"$50,000"
09/2017,Vermont Public Interest Research and Education Fund,http://www.vpirg.org,To lead the Energy Independent Vermont coalition’s efforts to secure a price on carbon in Vermont.,,,"$75,000"
09/2017,New England News Collaborative,http://www.nenc.news/,To report on climate and clean energy issues in New England.,Clean Energy,,"$50,000"
09/2017,Northeast States for Coordinated Air Use Management,http://www.nescaum.org/,"To facilitate the Multistate Zero Emissions Vehicle Initiative, which is designed to accelerate deployment of electric vehicles and charging infrastructure in the Northeast.",Clean Energy,Transportation,"$100,000"
09/2017,Energy Action Network,http://www.eanvt.org/,To engage stakeholders to transform Vermont’s energy system to one based on renewable energy and to facilitate progress toward Vermont’s goal of 90 percent renewable energy by 2050.,Clean Energy,Increase Efficiency/Renewables,"$50,000"
09/2017,Chambers for Innovation and Clean Energy,http://www.chambersforinnovation.com/,To leverage local chamber of commerce leadership in Connecticut and Massachusetts to advance clean energy policies and programs.,Clean Energy,,"$75,000"
09/2017,NECEC Institute,http://www.necec.org,To advance policies and programs that promote the growth of the clean energy sector across New England.,Clean Energy,Increase Efficiency/Renewables,"$150,000"
08/2017,Clean Water Fund,http://www.cleanwaterfund.org/,"To support the Massachusetts Campaign for a Clean Energy Future, a coalition effort to move the state’s economy away from a dependency on fossil fuels by establishing a price on carbon in Massachusetts.",Clean Energy,,"$75,000"
07/2017,Energy Foundation,http://www.ef.org/,To organize a national electric vehicles advocates meeting.,Clean Energy,Transportation,"$5,000"
06/2017,Vote Solar,http://www.votesolar.org/,"To promote solar power’s growth in New England states by developing, implementing, and expanding solar policies while increasing public support for clean, local energy.",Clean Energy,Efficiency/Renewables,"$75,000"
06/2017,Vermont Law School,http://www.vermontlaw.edu/,To increase renewable energy production in New England by facilitating community solar projects.,Clean Energy,Efficiency/Renewables,"$40,000"
06/2017,Vermont Land Trust,http://www.vlt.org/,"To facilitate the continued growth and success of the Ayers Brook Goat Dairy by supporting the acquisition of high-quality nearby farmland at an affordable price, thereby enhancing its ability to build the state’s fledgling goat dairy industry.",Regional Food Systems,,"$150,000"
06/2017,Union of Concerned Scientists,http://www.ucsusa.org/,To accelerate electrification of the transportation sector in New England.,Clean Energy,Transportation,"$65,000"
06/2017,Toxics Action Center,http://www.toxicsaction.org/,"To work toward closure of New England’s remaining coal-fired power plants, prevent expansion of natural gas infrastructure, and mobilize grassroots support for clean energy.",Clean Energy,Reduce Fossil Fuel Use,"$110,000"
06/2017,Real Food Challenge,http://www.realfoodchallenge.org/,To continue core campus organizing and launch a new initiative to directly address the anti-competitive practices that large food service management companies use to maintain market dominance.,Regional Food Systems,,"$100,000"
06/2017,Northeast Organic Farming Association of Vermont,http://www.nofavt.org/,To increase the amount of local food purchased by Vermont institutions while supporting the economic viability of food producers.,Regional Food Systems,,"$50,000"
06/2017,"Northeast Energy Efficiency Partnerships, Inc.",http://www.neep.org/,"To help New England states and local governments build, expand, and implement strong policies to achieve cost-effective energy efficiency as a core strategy for reducing carbon emissions.",Clean Energy,Efficiency/Renewables,"$125,000"
06/2017,New Hampshire Community Loan Fund,http://www.communityloanfund.org/,"To work toward economic viability for New England farmers and food producers by offering hands-on financial literacy training, expanding market channels, and connecting farms with agricultural investors.",Regional Food Systems,,"$40,000"
